동,X좌표,Y좌표
구의제3동,208287.0865,448372.3405
구의제3동,208282.4402,448368.7664
구의제3동,208278.33,448365.2817
구의제3동,208268.7693,448357.5081
구의제3동,208264.3911,448353.7553
구의제3동,208260.2809,448350.3599
구의제3동,208256.6174,448346.2497
구의제3동,208253.8475,448342.4969
구의제3동,208248.8438,448338.476
구의제3동,208244.2868,448335.7061
구의제3동,208239.8192,448332.6682
구의제3동,208235.3516,448329.5408
구의제3동,208230.9734,448326.0561
구의제3동,208278.8661,448391.8193
구의제3동,208273.773,448394.3211
구의제3동,208268.8587,448396.7336
구의제3동,207838.768,448366.7488
구의제3동,207838.612,448372.4162
구의제3동,207837.6315,448360.1599
구의제3동,207836.8144,448353.4598
구의제3동,207835.3437,448346.9232
구의제3동,207834.3631,448340.0596
구의제3동,207833.2192,448334.6669
구의제3동,207832.729,448328.9473
구의제3동,207831.4216,448323.3911
구의제3동,207830.9314,448317.5081
구의제3동,207829.7875,448311.2982
구의제3동,207828.807,448304.925
구의제3동,207828.1533,448299.042
구의제3동,207827.3362,448293.4858
구의제3동,207826.0289,448287.1125
구의제3동,207824.885,448280.0856
구의제3동,207824.0679,448274.366
구의제3동,207822.924,448267.6659
구의제3동,207822.1069,448261.456
구의제3동,207841.7795,448250.9093
구의제3동,207845.6838,448251.3083
구의제3동,207850.7909,448251.7339
구의제3동,207889.8385,448258.9688
구의제3동,207821.1264,448233.6751
구의제3동,207821.78,448227.1384
구의제3동,207822.7605,448220.4383
구의제3동,207824.885,448203.6064
구의제3동,207826.0289,448197.0697
구의제3동,207826.846,448190.3696
구의제3동,207839.2657,448149.5153
구의제3동,207841.3901,448143.3055
구의제3동,207844.1682,448137.0956
구의제3동,207863.9416,448081.5338
구의제3동,207866.3929,448074.8337
구의제3동,207868.1905,448068.4605
구의제3동,207870.1515,448061.597
구의제3동,207871.9491,448055.0603
구의제3동,207873.9101,448048.0333
구의제3동,207875.8711,448040.843
구의제3동,207877.8321,448033.9795
구의제3동,207881.7541,448017.8012
구의제3동,207883.7151,448011.1011
구의제3동,207885.1859,448005.0546
구의제3동,207889,447998
구의제3동,207907.6068,448114.0564
구의제3동,207876.0625,448100.7016
구의제3동,207900.9443,448260.4652
구의제3동,207895.333,448259.717
구의제3동,208155.5601,448418.8036
구의제3동,208151.8074,448423.8967
구의제3동,208148.1439,448428.8111
구의제3동,208144.7485,448433.8148
구의제3동,208140.9064,448438.6398
구의제3동,207948.0141,448146.1702
구의제3동,207970.508,448183.0564
구의제3동,207931.1104,448523.312
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,208586.5315,448573.2352
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
구의제3동,0,0
자양제1동,206746.8055,448479.7761
자양제1동,206733.9096,448485.4271
자양제1동,206728.6208,448487.0934
자양제1동,206723.477,448488.9771
자양제1동,206685.6587,448513.827
자양제1동,206605.8521,448539.2318
자양제1동,206602.5711,448544.2444
자양제1동,206579.705,448553.9589
자양제1동,206581.8802,448560.221
자양제1동,206585.146,448563.6007
자양제1동,206577.9252,448548.2242
자양제1동,206577.2661,448540.1165
자양제1동,206576.8706,448532.2725
자양제1동,206576.4091,448525.1535
자양제1동,206567.4686,448514.2558
자양제1동,206568.6838,448520.8254
자양제1동,206569.2914,448526.9013
자양제1동,206570.2028,448533.2811
자양제1동,206570.1268,448539.357
자양제1동,206571.4179,448546.876
자양제1동,206573.2407,448554.7748
자양제1동,206575.3673,448561.6102
자양제1동,206577.9496,448567.914
자양제1동,206779.4551,448030.9919
자양제1동,206800.0074,448095.8828
자양제1동,206829,448209
자양제1동,206817.6004,448151.8678
자양제1동,206819.2034,448176.6314
자양제1동,206817.6385,448171.9367
자양제1동,206812.8395,448157.1224
자양제1동,206783.0022,448059.473
자양제1동,206752.1216,447946.3833
자양제1동,206764,447904
자양제1동,206772.6739,447994.9993
자양제1동,206728.8569,448007.5185
자양제1동,206712.1647,448010.9613
자양제1동,206674.2867,448014.8969
자양제1동,206667.7217,448015.9689
자양제1동,207323.7006,448058.1595
자양제1동,207328.6039,448059.5158
자양제1동,207333.8202,448061.2893
자양제1동,207338.0976,448062.4369
자양제1동,207343.2096,448063.7931
자양제1동,207347.7999,448065.358
자양제1동,207378.5087,447762.5484
자양제1동,207373.1881,447777.2584
자양제1동,207371,447773
자양제1동,207369.7453,447786.5434
자양제1동,207364.842,447800.4188
자양제1동,207176.4288,447755.7672
자양제1동,207183.523,447755.1412
자양제1동,207197.92,447754.7239
자양제1동,207203.7622,447754.5153
자양제1동,207247.9966,447763.07
자양제1동,207268.7575,447768.7036
자양제1동,207294.5261,447778.9276
자양제1동,207299.8467,447781.8487
자양제1동,207305.7933,447784.9785
자양제1동,207309.9664,447787.2737
자양제1동,207311.9719,447806.3955
자양제1동,207328.82,447777.6248
자양제1동,207332.7619,447771.3894
자양제1동,207334.7686,447767.2325
자양제1동,206783.1065,447898.8105
자양제1동,206787.9055,447897.037
자양제1동,206792.3916,447895.1591
자양제1동,206835.9999,447878.9885
자양제1동,206842.9898,447876.3804
자양제1동,206847.9975,447874.2939
자양제1동,206856.9618,447871.2829
자양제1동,206833.7048,447888.2736
자양제1동,206837.4605,447892.551
자양제1동,206841.3206,447896.9327
자양제1동,206844.8677,447901.0014
자양제1동,206850.8143,447907.7826
자양제1동,206854.57,447911.9556
자양제1동,206861.7685,447920.4061
자양제1동,206933.0623,447999.4429
자양제1동,207223,448258
자양제1동,206951.1373,448294.3491
자양제1동,207156.0501,448658.07
자양제1동,206939,447861
자양제2동,207566.6404,447406.0549
자양제2동,207561.6541,447407.1047
자양제2동,207531.2113,447403.5617
자양제2동,207526.8811,447401.9871
자양제2동,207522.1572,447400.0188
자양제2동,207517.6958,447398.4442
자양제2동,207512.8407,447396.6071
자양제2동,207508.248,447394.7701
자양제2동,207503.6554,447392.8018
자양제2동,207498.8003,447390.9647
자양제2동,207493.9452,447389.1277
자양제2동,207489.3525,447387.4218
자양제2동,207485.1535,447385.5848
자양제2동,207480.6921,447383.8789
자양제2동,207475.5745,447381.9106
자양제2동,207470.9819,447380.2048
자양제2동,207466.5204,447378.3677
자양제2동,207461.2717,447376.137
자양제2동,207378.8662,447352.2552
자양제2동,207383.4589,447353.4361
자양제2동,207423.9915,447362.7642
자양제2동,207370.7307,447316.3012
자양제2동,207371.6492,447311.4461
자양제2동,207373.0926,447306.4598
자양제2동,207459.5534,447300.4073
자양제2동,207454.96,447299.3573
자양제2동,207450.3666,447298.3074
자양제2동,207444.8545,447297.2575
자양제2동,207440.3923,447296.3388
자양제2동,207434.8802,447295.4201
자양제2동,207429.0877,447294.6392
자양제2동,207424.2497,447293.5827
자양제2동,207418.4752,447292.6641
자양제2동,207412.7006,447291.6141
자양제2동,207406.1386,447290.433
자양제2동,207397.7392,447289.2518
자양제2동,207392.0958,447288.4644
자양제2동,207278.7462,447400.0188
자양제2동,207283.2077,447401.8559
자양제2동,207297.6417,447407.3671
자양제2동,207301.972,447409.2042
자양제2동,207306.6959,447411.1724
자양제2동,207311.4197,447412.6158
자양제2동,207316.0124,447414.5841
자양제2동,207325.1977,447418.2583
자양제2동,207348.5547,447414.0593
자양제2동,207347.5936,447418.6118
자양제2동,207349.7356,447409.2042
자양제2동,207350.7854,447403.9554
자양제2동,207351.8351,447399.3627
자양제2동,207356.0341,447381.1233
자양제2동,207356.9527,447376.2682
자양제2동,207359,447363
자양제2동,207348.5911,447431.7163
자양제2동,207352.2367,447433.8428
자양제2동,207360.2331,447438.8596
자양제2동,207364.5634,447441.3528
자양제2동,207368.7624,447444.2396
자양제2동,207373.355,447446.6015
자양제2동,207385.9173,447454.5004
자양제2동,207708.8381,447773.1913
자양제2동,207710.4032,447750.6921
자양제2동,207713.0484,447720.5315
자양제2동,207713.6744,447714.1456
자양제2동,207725.6949,447677.7087
자양제2동,207728.9504,447669.5698
자양제2동,207730.9538,447664.4361
자양제2동,207735.211,447654.1686
자양제2동,207737.0892,447649.4105
자양제2동,207743.3499,447634.1346
자양제2동,207748.4836,447621.1124
자양제2동,207784.7644,447520.2684
자양제2동,207788.4859,447518.7874
자양제2동,207778.9898,447522.1057
자양제2동,207773.3465,447524.8618
자양제2동,207761.1411,447528.5365
자양제2동,207755.7603,447530.8988
자양제2동,207749.9857,447532.605
자양제2동,207408.9153,447463.0039
자양제2동,207413.508,447465.6283
자양제2동,207417.5758,447468.2526
자양제2동,207421.7748,447470.7458
자양제2동,207454.1859,447490.1662
자양제2동,207802.0717,447511.3193
자양제2동,207797.3052,447513.9157
자양제2동,207792.5659,447516.2853
자양제2동,207807.8597,447509.5577
자양제2동,207440.7823,447481.8254
자양제2동,207814.2768,447507.6703
자양제2동,207818.4291,447506.9153
자양제2동,207822.9589,447504.6505
자양제2동,207467.5702,447498.3018
자양제2동,207902,447496
자양제2동,207906.0945,447499.2754
자양제2동,207909.9161,447502.6782
자양제2동,207913.8399,447505.4674
자양제2동,207918.0473,447508.8239
자양제2동,207921.5929,447511.4713
자양제2동,207924.8075,447513.8823
자양제2동,207928.0222,447516.5769
자양제2동,207934.1206,447521.2571
자양제2동,207472.1628,447500.7949
자양제2동,207942.8236,447538.122
자양제2동,207946.6006,447541.3088
자양제2동,207950.0235,447544.2596
자양제2동,207953.5645,447547.2103
자양제2동,207957.3415,447550.3972
자양제2동,207960.7644,447553.2299
자양제2동,207964.4233,447556.5348
자양제2동,207967.8462,447559.2495
자양제2동,207971.2691,447563.0265
자양제2동,207478.5926,447525.2016
자양제2동,207974.81,447565.7412
자양제2동,207978.469,447569.7543
자양제2동,207982.128,447572.8231
자양제2동,207986.023,447576.1279
자양제2동,207989.3279,447579.5508
자양제2동,207992.8688,447582.7377
자양제2동,207996.0556,447585.8065
자양제2동,207999.4785,447589.3474
자양제2동,208002.9014,447592.7703
자양제2동,208006.4423,447595.9571
자양제2동,207473.7375,447533.7309
자양제2동,207459,447558
자양제2동,207485.1041,447607.3888
자양제2동,207468.0117,447596.9036
자양제2동,207463.7027,447594.4618
자양제2동,207349.5247,447525.4173
자양제2동,207345.3257,447522.7929
자양제2동,207280.7869,447484.6703
자양제2동,207276.9028,447482.2559
자양제2동,207254.1232,447468.3992
자양제2동,207253.4934,447534.3235
자양제2동,207257.9023,447536.8429
자양제2동,207269.1347,447543.5613
자양제2동,207273.8586,447546.3957
자양제2동,207278.0576,447548.8101
자양제2동,207331.4165,447570.1629
자양제2동,207336.2716,447561.1088
자양제2동,207338.6336,447557.041
자양제2동,207351.7555,447535.6523
자양제2동,207407.3983,447638.1265
자양제2동,207403.8073,447628.3864
자양제2동,207393.5124,447622.2095
자양제2동,207404.8129,447642.4355
자양제2동,207396.6258,447656.0807
자양제2동,207393.8967,447660.6769
자양제2동,207369.8883,447607.2548
자양제2동,207346.5496,447593.883
자양제2동,207404.2408,447681.9199
자양제2동,207399.6894,447679.5359
자양제2동,207380.6167,447668.8075
자양제2동,207376.282,447666.315
자양제2동,207369.1653,447662.8416
자양제2동,207360.4159,447658.0295
자양제2동,207352.5415,447653.5454
자양제2동,207313.3679,447640.3378
자양제2동,207309.1576,447638.8123
자양제2동,207304.5649,447637.2376
자양제2동,207294.4611,447633.8259
자양제2동,207289.606,447632.5137
자양제2동,207284.8821,447630.9391
자양제2동,207280.4207,447629.4957
자양제2동,207079.3464,447696.9919
자양제2동,206991.4092,447671.7308
자양제2동,206970.1994,447618.2297
자양제2동,207023.343,447602.1436
자양제2동,207035.8544,447602.5011
자양제2동,207053.7279,447623.1151
자양제2동,207042.0506,447591.3004
자양제2동,207040.6207,447586.5341
자양제2동,207036.2119,447573.9036
자양제2동,207033.7096,447567.2308
자양제2동,207055.396,447593.0877
자양제2동,207059.2314,447591.835
자양제2동,207077.44,447584.9851
자양제2동,207153.8298,447548.0192
자양제2동,207139.3433,447510.0183
자양제2동,207124.9784,447471.4097
자양제2동,207173.7751,447552.6381
자양제2동,207188.8915,447546.5496
자양제2동,207110.0591,447508.259
자양제2동,207096.5944,447513.2635
자양제2동,207075.5184,447521.3556
자양제2동,207011.1891,447546.736
자양제2동,207000.5842,447545.6636
자양제2동,206984.6173,447549.834
자양제2동,206932.6651,447565.2052
자양제2동,206927.7797,447566.5159
자양제2동,206897.6332,447507.4144
자양제2동,206903.7102,447505.9845
자양제2동,206912.0511,447510.0358
자양제2동,206941.9593,447503.0056
자양제2동,206947.2022,447501.8141
자양제2동,206956.7347,447499.4309
자양제2동,206976.3169,447489.2332
자양제2동,206981.3557,447487.8685
자양제2동,207230.495,447455.6353
자양제2동,207172.2005,447330.5108
자양제2동,207172.8303,447324.7372
자양제2동,207173.1452,447318.9636
자양제2동,207173.7751,447313.5049
자양제2동,207174.195,447308.1512
자양제2동,207174.7199,447302.2725
자양제2동,207175.3497,447296.7089
자양제2동,207138.0836,447385.9377
자양제2동,207132.8348,447385.6228
자양제2동,207121.1826,447385.4128
자양제2동,207109.7403,447385.2029
자양제2동,207103.7567,447385.2029
자양제2동,207110.1602,447430.6571
자양제2동,207098.9279,447400.6342
자양제2동,207096.7234,447395.1755
자양제2동,207093.2592,447376.5949
자양제2동,207090.7398,447369.5616
자양제2동,207079.8224,447340.3785
자양제2동,207077.303,447334.6049
자양제2동,207075.2035,447328.6213
자양제2동,207072.999,447323.3725
자양제2동,207071.1095,447318.0188
자양제2동,207068.905,447311.6153
자양제2동,207066.8055,447306.6815
자양제2동,207064.8109,447301.2228
자양제2동,207076.6731,447395.1755
자양제2동,207082.2368,447392.8661
자양제2동,207087.4856,447390.8715
자양제2동,207034.3682,447346.782
자양제2동,207032.6886,447342.1631
자양제2동,207024.3955,447320.6432
자양제2동,207022.7159,447316.1293
자양제2동,207020.6164,447310.8805
자양제2동,207048.6448,447401.7889
자양제2동,207043.396,447403.8884
자양제2동,207034.151,447406.9552
자양제2동,207003.4005,447418.8999
자양제2동,206977.7866,447420.7894
자양제2동,206975.4771,447414.4909
자양제2동,206969.7035,447397.38
자양제2동,206967.3941,447392.1312
자양제2동,206965.5045,447386.9874
자양제2동,206963.7199,447381.3188
자양제2동,206955.2169,447433.2815
자양제2동,206928.4947,447439.6145
자양제2동,206922.5369,447441.0444
자양제2동,206917.1748,447442.236
자양제2동,206911.4553,447443.6658
자양제2동,206906.2125,447445.0957
자양제2동,206900.8504,447446.2873
자양제2동,206895.3692,447447.8363
자양제2동,206890.2455,447448.9087
자양제2동,206885.7176,447450.1003
자양제2동,206880.5939,447451.2918
자양제2동,206875.4702,447452.6025
자양제2동,206869.989,447453.7941
자양제2동,207242.4276,447274.0551
자양제2동,207236.9877,447274.154
자양제2동,207231.5478,447274.2529
자양제2동,207226.4047,447274.2529
자양제2동,207220.8659,447274.5496
자양제2동,207216.0194,447274.4507
자양제2동,207210.7774,447274.5496
자양제2동,207205.3375,447274.5496
자양제2동,207200.1943,447274.6486
자양제2동,207194.9522,447274.6486
자양제2동,207189.5123,447274.7475
자양제2동,207183.6768,447274.7475
자양제2동,207178.138,447275.6376
자양제2동,207172.4014,447275.6376
자양제2동,207166.7637,447275.5387
자양제2동,207160.9282,447275.9343
자양제2동,207155.1916,447275.9343
자양제2동,207149.1583,447276.33
자양제2동,207142.9271,447276.7256
자양제2동,207137.3883,447277.2201
자양제2동,207131.355,447278.0114
자양제2동,207125.4206,447278.407
자양제2동,207119.684,447279.3961
자양제2동,207113.6506,447279.7917
자양제2동,207107.6173,447280.583
자양제2동,207102.0977,447281.4622
자양제2동,207096.3282,447282.5611
자양제2동,207090.0778,447283.3167
자양제2동,207084.1708,447284.3469
자양제2동,207078.4013,447285.3772
자양제2동,207072.3569,447285.9954
자양제2동,207068.3897,447286.8725
자양제2동,207063.4824,447287.6382
자양제2동,207058.8419,447288.3923
자양제2동,207051.1846,447289.3667
자양제2동,207046.224,447290.273
자양제2동,207041.2634,447291.2746
자양제2동,207035.7781,447292.2286
자양제2동,207030.3405,447293.3257
자양제2동,207024.9029,447294.4704
자양제2동,207018.2252,447296.1876
자양제2동,207011.6428,447297.0461
자양제2동,207006.5868,447298.334
자양제2동,207001.34,447299.5264
자양제2동,206995.807,447300.8143
자양제2동,206990.2263,447302.0544
자양제2동,206984.3117,447303.4377
자양제2동,206978.3494,447305.2025
자양제2동,206972.2958,447306.503
자양제2동,206967.4975,447307.6189
자양제2동,206962.476,447309.2927
자양제2동,206957.2314,447310.6318
자양제2동,206951.7636,447312.0824
자양제2동,206946.0726,447313.8678
자양제2동,206939.8236,447315.5417
자양제2동,206932.5704,447317.2155
자양제2동,206927.3258,447318.7777
자양제2동,206922.3043,447320.4515
자양제2동,206916.9481,447322.3485
자양제2동,206911.815,447323.7992
자양제2동,206906.4588,447325.473
자양제2동,206901.2142,447327.5932
자양제2동,206895.7463,447329.3786
자양제2동,206890.8365,447331.2756
자양제2동,206885.3686,447333.1726
자양제2동,206880.4588,447335.4043
자양제2동,206875.3257,447337.5245
자양제2동,206870.4158,447339.6447
자양제2동,206865.2828,447341.8764
자양제2동,206862.3151,447343.2702
자양제2동,206858.0949,447345.4141
자양제2동,206852.8566,447347.7214
자양제2동,206847.0544,447350.0092
자양제2동,206842.786,447350.913
자양제2동,206706.5516,447438.8257
자양제2동,206721.5653,447500.6678
자양제2동,206722.2803,447505.0765
자양제2동,206724.3059,447512.9408
자양제2동,206727.2848,447525.9289
자양제2동,206730.502,447538.0828
자양제2동,206708.1007,447444.5452
자양제2동,206709.2922,447449.9072
자양제2동,206712.152,447460.8696
자양제2동,206713.2244,447465.9933
자양제2동,206715.3541,447474.1921
자양제2동,206716.6306,447480.113
자양제2동,206718.4005,447485.549
자양제2동,206720.2546,447496.0207
자양제2동,206629.7485,447449.4954
자양제2동,206624.8175,447451.9062
자양제2동,206619.8865,447453.8786
자양제2동,206614.5171,447456.2893
자양제2동,206609.5861,447458.4809
자양제2동,206604.5455,447460.5628
자양제2동,206599.3953,447463.0832
자양제2동,206594.5739,447465.2747
자양제2동,206589.5332,447467.4663
자양제2동,206584.6022,447469.7674
자양제2동,206579.452,447472.1782
자양제2동,206574.4114,447474.1506
자양제2동,206569.4804,447476.5613
자양제2동,206564.3302,447478.8624
자양제2동,206559.3992,447481.1636
자양제2동,206554.3586,447483.3552
자양제2동,206549.2084,447485.7659
자양제2동,206544.1678,447488.067
자양제2동,206614.8529,447462.5843
자양제2동,206611.5719,447463.8967
자양제2동,206591.6512,447580.0508
자양제2동,206597.0848,447578.9069
자양제2동,206602.2323,447577.5724
자양제2동,206612.9087,447575.0939
자양제2동,206614.7122,447585.889
자양제2동,206626.4448,447571.3763
자양제2동,206637.2166,447568.8978
자양제2동,206664.901,447562.2336
자양제2동,206696.3255,447560.8761
자양제2동,206740.0345,447544.5172
자양제2동,206799.4935,447530.6951
자양제2동,206804.4981,447527.0013
자양제2동,206810.0984,447528.0737
자양제2동,206814.7455,447524.6182
자양제2동,206826.6611,447524.499
자양제2동,206843.5813,447518.0646
자양제2동,206854.3054,447517.7071
자양제2동,206859.0716,447514.3707
자양제2동,206744.3242,447541.5383
자양제2동,206791.6292,447532.4825
자양제2동,206749.6862,447542.4916
자양제2동,206753.8567,447539.1552
자양제2동,206767.083,447538.4403
자양제2동,206771.4918,447535.1039
자양제2동,206777.6879,447535.8188
자양제2동,206781.5009,447532.2441
자양제2동,206932.0694,447674.4714
자양제2동,206928.1372,447664.8198
자양제2동,206922.5369,447649.9252
자양제2동,206920.3921,447645.0398
자양제2동,206903.9485,447601.9053
자양제2동,206887.8276,447558.7317
자양제2동,206886.6124,447554.5545
자양제2동,206878.7897,447535.1115
자양제2동,206853.5904,447783.1871
자양제2동,206838.9342,447742.9123
자양제2동,206791.3909,447753.5172
자양제2동,206785.7905,447755.3046
자양제2동,206780.5477,447757.5686
자양제2동,206775.6622,447759.5942
자양제2동,206764.819,447763.4072
자양제2동,206759.9336,447765.1946
자양제2동,206735.898,447816.9543
자양제2동,206730.5968,447783.3998
자양제2동,206730.4297,447801.9543
자양제2동,206689.5756,447791.9864
자양제2동,206619.091,447817.9808
자양제2동,206617.5367,447812.7504
자양제2동,206650.4291,447718.1278
자양제2동,206649.3567,447712.5275
자양제2동,206648.1651,447707.8804
자양제2동,206646.7352,447703.8291
자양제2동,206656.9827,447692.3901
자양제2동,206651.9781,447693.7008
자양제2동,206774.2324,447719.3194
자양제2동,206888.8607,447634.1227
자양제2동,206883.3795,447635.4334
자양제2동,206842.5089,447644.8468
자양제2동,206825.5887,447588.2476
자양제2동,206868.6041,447577.5235
자양제2동,206808.1919,447652.2345
자양제2동,206797.7061,447654.7367
자양제2동,206781.8584,447658.5497
자양제2동,206777.0921,447659.8605
자양제2동,206753.2822,447648.6942
자양제2동,206750.4224,447637.3744
자양제2동,206748.0393,447628.3185
자양제2동,206745.6562,447616.9987
자양제2동,206740.7708,447595.6697
자양제2동,206735.2896,447573.03
자양제2동,206687.2696,447636.302
자양제2동,206674.8774,447583.2775
자양제2동,206678.2138,447598.0528
자양제2동,206682.5034,447616.1884
자양제2동,206638.0368,447685.3599
자양제2동,206598.9536,447705.9739
자양제2동,206593.949,447707.2846
자양제2동,206634.5813,447670.5845
자양제2동,206685.2678,447628.676
자양제2동,206631.7215,447655.9283
자양제2동,206834.123,447415.3066
자양제2동,206836.2678,447420.5495
자양제2동,206838.5317,447426.0307
자양제2동,206840.3191,447431.3927
자양제2동,206842.4639,447436.9931
자양제2동,206844.4895,447442.4743
자양제2동,206846.6344,447447.8363
자양제2동,206848.66,447452.8409
자양제2동,206850.6857,447458.322
자양제2동,206852.2654,447462.5676
자양제2동,206858.0734,447478.6978
자양제2동,206860.1338,447483.358
자양제2동,206861.5647,447487.7737
자양제2동,207621.5804,447786.6908
자양제2동,207576.5414,447815.3761
자양제2동,207572.9811,447820.2928
자양제2동,207585.2729,447803.6777
자양제2동,207581.882,447808.5944
자양제2동,207721.3991,447846.1728
자양제2동,207726.777,447847.9655
자양제2동,207774.1529,447864.7884
자양제2동,207610.857,447696.483
자양제2동,207662.5336,447741.666
자양제2동,207677.9227,447755.3129
자양제2동,207681.5682,447759.604
자양제2동,207686.5809,447764.085
자양제2동,207691.8973,447768.7939
자양제2동,207696.0746,447772.9711
자양제2동,207724.0984,447732.3015
자양제2동,207749.141,447734.8449
자양제2동,207772.7134,447737.0618
자양제2동,207638.555,447616.1089
자양제2동,207642.8859,447620.1773
자양제2동,207650.9355,447628.4915
자양제2동,207658.2358,447636.7755
자양제2동,207681.7451,447656.0468
자양제2동,207670.7394,447644.4948
자양제2동,207685.5015,447659.9284
자양제2동,207691.2613,447665.9386
자양제2동,207694.7673,447669.5698
자양제2동,207702.7078,447676.1527
자양제2동,207807.9393,447759.0675
자양제2동,206790.2531,447516.0652
자양제2동,206989,447349
자양제3동,206600.7578,448076.1552
자양제3동,206605.4814,448075.1622
자양제3동,206610.2093,448073.9803
자양제3동,206615.1999,448072.9296
자양제3동,206620.0592,448071.7476
자양제3동,206624.9184,448070.5657
자양제3동,206629.7776,448069.515
자양제3동,206633.6783,448068.4547
자양제3동,206637.7037,448067.3914
자양제3동,206580.1346,447975.7447
자양제3동,206584.9938,447973.7748
자양제3동,206589.7217,447971.9361
자양제3동,206594.3183,447970.0975
자양제3동,206599.0462,447968.2589
자양제3동,206603.5115,447966.6829
자양제3동,206608.2394,447964.8443
자양제3동,206612.9673,447963.0056
자양제3동,206617.5639,447961.167
자양제3동,206233.9905,448120.1921
자양제3동,206241.4851,448118.1638
자양제3동,206247.6825,448115.7942
자양제3동,206253.9712,448113.5157
