동,X좌표,Y좌표
능동,207463.6776,449954.2865
능동,207469.5087,449951.618
능동,207474.7468,449949.0484
능동,207479.5896,449946.5776
능동,207489.967,449941.6359
능동,207495.5016,449938.9675
능동,207499.9491,449936.892
능동,207504.4068,449934.7416
능동,207508.5232,449932.6242
능동,207514.6751,449929.7761
능동,207519.3202,449927.1076
능동,207524.3606,449924.538
능동,207529.0058,449922.4625
능동,207533.8485,449920.1893
능동,207538.4957,449918.1941
능동,207543.1388,449916.236
능동,207550.5698,449917.4067
능동,207553.9821,449919.1128
능동,207557.2631,449920.4252
능동,207560.5441,449922.3938
능동,207563.8115,449924.3928
화양동,205689.3262,448908.5884
화양동,205812.6644,448818.5769
화양동,205810.1176,448813.3378
화양동,205694.2015,448906.4782
화양동,205699.3679,448904.2224
화양동,205704.5342,448901.9667
화양동,205709.1913,448899.7837
화양동,205714.2849,448897.7463
화양동,205719.233,448895.4905
화양동,205750.2313,448883.1931
화양동,205696.5721,448944.8223
화양동,205722.3042,449003.0819
화양동,205741.7615,449045.6231
화양동,205762.1993,449100.7241
화양동,205760.1813,449095.9895
화양동,205767.2444,449112.2891
화양동,205769.2625,449116.558
화양동,205773.3762,449126.4154
화양동,205775.7823,449130.9171
화양동,205783.7769,449149.39
화양동,205785.7173,449154.047
화양동,205793.5566,449169.5704
화양동,205791.0729,449165.0686
화양동,205800.6974,449185.5595
화양동,205838.1111,449260.254
화양동,205840.3606,449264.7529
화양동,205851.4281,449289.0774
화양동,205870.0238,449331.5476
화양동,205877.702,449356.7419
화양동,205879.6216,449361.4208
화양동,205765.9558,448902.5617
화양동,205775.852,448925.483
화양동,205777.8894,448930.5766
화양동,205793.911,448967.1558
화양동,205808.118,449001.2633
화양동,205812.317,449011.311
화양동,205819.3654,449027.3573
화양동,205820.2652,449038.0049
화양동,205853.2576,449105.6394
화양동,205842.9879,449088.9494
화양동,205883.2508,449182.8717
화양동,205887.2761,449195.3654
화양동,205926.5908,449286.6479
화양동,205930.19,449293.5463
화양동,205843.5605,448897.6609
화양동,205853.8932,448922.9107
화양동,205855.7851,448927.4221
화양동,205857.677,448931.7881
화양동,205861.3881,448941.6115
화양동,205862.989,448945.7592
화양동,205875.723,448967.6617
화양동,205909.0488,449046.305
화양동,205904.2499,449034.6676
화양동,205913.9677,449058.6621
화양동,205918.2867,449068.02
화양동,205920.5662,449073.0588
화양동,205923.8054,449080.3772
화양동,205926.2049,449086.0159
화양동,205933.5232,449103.4119
화양동,205937.2424,449113.2496
화양동,205944.6807,449129.4459
화양동,205949.4796,449140.7233
화양동,205950.3194,449150.921
화양동,205867.8938,448832.4752
화양동,205897.4494,448819.5132
화양동,205910.9558,448866.5396
화양동,205916.6316,448879.492
화양동,205924.9269,448890.989
화양동,205927.7648,448897.7562
화양동,205933.3678,448911.1451
화양동,205940.2805,448927.5175
화양동,205946.5384,448949.3473
화양동,205971.0471,449008.2725
화양동,205975.6621,449017.3897
화양동,205994.0841,449061.1056
화양동,206002.416,449080.6153
화양동,206008.6546,449095.8518
화양동,206020.4119,449122.6056
화양동,205783.2141,449250.851
화양동,205807.4486,449244.4925
화양동,205844.0402,449225.2969
화양동,205853.1581,449221.0979
화양동,205934.4995,449190.2649
화양동,205904.3864,449202.7421
화양동,206015.4809,449155.2329
화양동,206077.2342,448828.5126
화양동,206074.7144,448823.3154
화양동,206068.7335,448810.2262
화양동,206066.405,448804.8415
화양동,206094.7837,448871.0585
화양동,206107.8088,448902.1295
화양동,206144.8842,448997.3122
화양동,206127.1645,448955.3214
화양동,206129.5658,448960.2695
화양동,206147.2836,449002.951
화양동,206149.5631,449008.1098
화양동,206150.043,449024.546
화양동,206146.6838,449028.745
화양동,206143.2046,449033.424
화양동,206139.6054,449037.503
화양동,206118.2503,449064.1369
화양동,206115.011,449068.336
화양동,206111.2919,449072.655
화양동,206108.0526,449077.094
화양동,206199.6468,449344.9596
화양동,206198.3589,449340.7039
화양동,206195.366,449340.3198
화양동,206189.5116,449340.8719
화양동,206189.1196,449342.8317
화양동,206189.0076,449344.8476
화양동,205983.9673,449255.7427
화양동,205986.8466,449251.3037
화양동,205980.4881,449260.0617
화양동,205969.8105,449274.3384
화양동,205966.5713,449279.0174
화양동,205930.2196,449328.9259
화양동,205921.9415,449339.9634
화양동,205919.0622,449344.5224
화양동,205915.7029,449348.8414
화양동,205912.4637,449353.4003
화양동,205909.1044,449357.8393
화양동,205905.9852,449362.5182
화양동,205912.2237,449369.7166
화양동,205917.7425,449367.6771
화양동,205922.7813,449365.7575
화양동,205927.7002,449363.478
화양동,205936.0983,449360.4787
화양동,205941.377,449358.5592
화양동,206045.3038,449323.1112
화양동,205957.0083,449372.9555
화양동,206066.7622,449185.2918
화양동,206073.4233,449190.7324
화양동,206102.8739,449210.606
화양동,206215.0482,449280.31
화양동,206236.0552,449204.767
화양동,206244.8132,449210.8856
화양동,206272.7668,449225.4023
화양동,206279.8452,449222.5229
화양동,206287.7633,449219.5236
화양동,206295.8015,449216.8842
화양동,206326.3945,449205.0069
화양동,206335.0325,449206.2067
화양동,206215.2043,448982.2829
화양동,206222.4027,449001.8384
화양동,206228.0414,449017.1949
화양동,206234.7599,449035.5507
화양동,206283.8042,449156.4181
화양동,206279.5233,449145.6281
화양동,206285.7238,449161.8168
화양동,206291.0026,449176.4535
화양동,206294.7217,449185.3314
화양동,206301.2003,449203.4473
화양동,206205.552,449391.8609
화양동,206197.1539,449392.4608
화양동,206210.8308,449391.7409
화양동,206310.4051,449361.1133
화양동,206307.595,449362.1766
화양동,206304.1014,449363.088
화양동,206301.595,449363.9994
화양동,206298.9368,449365.0627
화양동,206296.1267,449366.05
화양동,206292.8608,449366.6197
화양동,206339.5613,449362.8276
화양동,206386.034,449327.0873
화양동,206567.1317,449192.5023
화양동,206600.5449,449211.0739
화양동,206621.78,449218.1523
화양동,206653.0929,449226.5504
화양동,206653.9327,449223.791
화양동,206654.8925,449221.0316
화양동,206655.7323,449218.9921
화양동,206656.5721,449215.8728
화양동,206657.7718,449213.4734
화양동,206582.1891,449209.6342
화양동,206555.4352,449218.9921
화양동,206536.1197,449227.7501
화양동,206519.3235,449235.4283
화양동,206512.845,449238.5476
화양동,206507.5514,449241.4663
화양동,206494.6547,449240.973
화양동,206488.6105,449243.2266
화양동,206455.8004,449186.1506
화양동,206268.7775,449380.8234
화양동,206263.6187,449382.863
화양동,206252.5812,449386.7021
화양동,206271.5191,449340.1513
화양동,206273.4938,449343.0374
화양동,206275.6963,449346.2272
화양동,206277.5191,449349.645
화양동,206279.8735,449352.8348
화양동,206281.7722,449355.8728
화양동,206284.4305,449359.7462
화양동,206286.557,449362.4804
화양동,206535.8602,449397.9391
화양동,206533.6554,449393.3719
화양동,206588,449326
화양동,206589,449323
화양동,206465.3203,449278.6309
화양동,206252.8276,449328.4197
화양동,206249.7366,449327.307
화양동,206246.522,449326.3179
화양동,206243.9256,449325.576
화양동,206241.0819,449324.7105
화양동,206238.4855,449324.0924
화양동,206236.0127,449323.2269
화양동,206233.2926,449322.6087
화양동,206231.1908,449321.7432
화양동,206228.4707,449320.7541
화양동,206225.8743,449319.6413
화양동,206223.2779,449318.5286
화양동,206220.9287,449317.2922
화양동,206218.5796,449316.0558
화양동,206216.2304,449315.1903
화양동,206213.634,449314.0776
화양동,206210.914,449324.8342
화양동,206214.4995,449326.5651
화양동,206215.7359,449331.2634
화양동,206219.0741,449333.118
화양동,206221.9178,449335.0962
화양동,206225.2561,449336.7035
화양동,206228.2234,449338.4345
화양동,206231.1908,449340.2891
화양동,206234.4054,449342.02
화양동,206237.9909,449344.1219
화양동,206242.071,449346.1001
군자동,206262.7729,449623.7124
군자동,206266.6463,449625.3833
군자동,206272.4185,449627.9656
군자동,206277.2792,449630.0921
군자동,206281.8362,449632.3706
군자동,206287.9121,449634.5731
군자동,206292.7715,449636.9034
군자동,206299.5623,449642.3565
군자동,206339.3712,449665.7239
군자동,206370.1653,449681.5858
군자동,206375.4953,449684.0271
군자동,206405.2307,449633.6726
군자동,206404.7368,449628.9808
군자동,206404.9837,449624.6594
군자동,206404.7368,449619.4737
군자동,206404.7368,449614.1646
군자동,206404.8602,449609.9667
군자동,206405.1072,449604.9045
군자동,206404.8602,449599.9657
군자동,206404.9837,449594.4096
군자동,206404.8602,449588.8536
군자동,206404.6133,449584.4087
군자동,206404.4898,449580.3342
군자동,206404.8602,449573.2965
군자동,206402.8686,449568.2864
군자동,206400.1773,449564.2494
군자동,206397.7851,449560.0629
군자동,206394.7947,449556.325
군자동,206391.6549,449551.3909
군자동,206389.4121,449547.0549
군자동,206386.1227,449543.0179
군자동,206357.5865,450208.0609
군자동,206352.5421,450205.6871
군자동,206347.6461,450203.0165
군자동,206342.6017,450200.7911
군자동,206337.5574,450197.8238
군자동,206332.3646,450195.1532
군자동,206327.4686,450192.7794
군자동,206583.6312,450004.5594
군자동,206578.7287,450005.785
군자동,206781.9109,450245.7759
군자동,206789.2492,450243.0036
군자동,206776.6926,450248.222
군자동,206197.7807,449874.0844
군자동,206193.2997,449875.8313
군자동,206184.7934,449879.0211
군자동,206180.844,449881.1477
군자동,206176.8227,449882.5446
군자동,206134.7022,449846.7934
군자동,206130.4442,449837.6455
군자동,206126.5239,449829.1391
군자동,206122.6035,449821.8162
군자동,206115.9464,449805.691
군자동,206107.3688,449787.5743
군자동,206101.7709,449775.5172
군자동,206764.4621,450281.4888
군자동,206766.9082,450286.7072
군자동,206771.4743,450297.47
군자동,206782.5632,450322.5832
군자동,206790.0646,450340.032
군자동,206656.4218,449876.1257
군자동,206650.4066,449877.6569
군자동,206643.8446,449881.0473
군자동,206639.3606,449886.1875
군자동,206620.7682,449902.5926
군자동,206611.6077,449911.8328
군자동,206606.4877,449916.9389
군자동,206602.8206,449920.1869
군자동,206598.5249,449924.3778
군자동,206594.7531,449927.7305
군자동,206589.9336,449932.2358
군자동,206585.114,449936.5314
군자동,206580.504,449940.3033
군자동,206576.2083,449944.3894
군자동,206572.3317,449947.9517
군자동,206560.3443,449957.4696
군자동,206557.0545,449960.2434
군자동,206553.7647,449963.2752
군자동,206550.5393,449966.049
군자동,206547.2495,449969.0163
군자동,206544.303,449971.9899
군자동,206542.734,449977.2731
군자동,206541.8051,449987.7895
군자동,206541.8051,449993.1485
군자동,206542.5707,449999.8199
군자동,206543.1175,450006.3819
군자동,206543.8831,450013.7095
군자동,206544.6487,450018.9592
군자동,206545.1955,450025.1931
군자동,206467.2697,450137.3982
군자동,206469.5664,450133.3516
군자동,206474.9254,450124.6023
군자동,206478.2064,450119.3527
군자동,206489.9755,450097.098
군자동,206495.6563,450092.1998
군자동,206497.9958,450085.2499
군자동,206533.9958,450043.9638
군자동,206539.0996,450037.9486
군자동,206600.0204,450675.3553
군자동,206724.6539,450094.6298
군자동,206718.9637,450097.2531
군자동,206712.7328,450097.4733
군자동,206706.2802,450095.8328
군자동,206463.961,450742.3846
군자동,206681.4906,450203.6698
군자동,206682.529,450204.4503
군자동,206683.8454,450205.1283
군자동,206685.8414,450206.2839
군자동,206687.3122,450207.3344
군자동,206689.7816,450208.8006
군자동,206688.7829,450208.1749
군자동,206690.6738,450209.2254
군자동,206682.6899,450199.7707
군자동,206684.0555,450200.8212
군자동,206685.6313,450202.0818
군자동,206687.2071,450203.1323
군자동,206688.6778,450204.1829
군자동,206690.2536,450205.4435
군자동,206691.8294,450206.389
군자동,206693.3001,450207.4395
군자동,206683.9505,450195.9888
군자동,206685.5263,450197.0393
군자동,206686.997,450198.0898
군자동,206688.5728,450199.2454
군자동,206690.3587,450200.6111
군자동,206692.3547,450202.1869
군자동,206693.7204,450203.6576
군자동,206695.9265,450204.9182
군자동,206685.2842,450193.7298
군자동,206686.794,450195.3212
군자동,206688.3037,450196.3821
군자동,206690.0583,450197.851
군자동,206691.8537,450199.3608
군자동,206693.6082,450200.9521
군자동,206695.8933,450202.2578
군자동,206697.4438,450203.686
군자동,206686.1003,450191.2816
군자동,206688.2221,450192.5465
군자동,206690.0583,450193.893
군자동,206691.8129,450195.5252
군자동,206693.3226,450196.9125
군자동,206695.0364,450198.259
군자동,206696.9134,450199.6464
군자동,206698.6271,450201.2785
군자동,206687.2836,450188.3437
군자동,206688.9974,450190.1391
군자동,206691.6088,450191.5264
군자동,206693.0778,450193.1585
군자동,206707.3567,450211.2779
군자동,206709.1113,450211.7564
군자동,206711.0892,450212.4582
군자동,206701.3911,450211.0546
군자동,206703.0819,450211.6607
군자동,206705.0279,450212.2987
군자동,206706.7506,450212.8411
군자동,206708.5052,450213.3515
군자동,206710.5409,450213.9539
군자동,206702.1105,450209.4349
군자동,206704.6928,450209.9665
군자동,206703.2498,450206.9285
군자동,206705.7561,450207.9159
군자동,206708.6568,450208.978
군자동,206708.7498,450206.5292
군자동,206705.6359,450200.1494
군자동,206709.2055,450203.1874
군자동,206700,450633
군자동,206702.4177,450631.4051
군자동,206704.7722,450629.7342
군자동,206707.3544,450628.0633
군자동,206710.3165,450626.6203
군자동,206795.4765,450283.4471
군자동,206794.4892,450280.0294
군자동,206797.9069,450278.9661
군자동,206792.8183,450276.8395
군자동,206796.6158,450275.5484
군자동,206790.7677,450273.9534
군자동,206795.8563,450272.5863
군자동,206274.1856,449801.1184
군자동,206278.0416,449801.3387
군자동,206281.3448,449801.2911
군자동,206286.9742,449801.9371
군자동,206291.2623,449801.9997
군자동,206295.3386,449802.3303
군자동,206299.6353,449802.8811
군자동,206304.4829,449802.9913
군자동,206309.2203,449803.2116
군자동,206313.9576,449803.432
군자동,206273.8551,449797.2624
군자동,206277.9315,449797.703
군자동,206282.0831,449798.0611
군자동,206286.635,449798.5844
군자동,206291.0419,449798.5844
군자동,206295.0081,449799.0251
군자동,206299.415,449799.3556
군자동,206304.2625,449799.7963
군자동,206309.2203,449799.7963
군자동,206314.0678,449800.1268
군자동,206273.6348,449793.5165
군자동,206277.9315,449793.9572
군자동,206282.118,449794.3979
군자동,206286.4147,449794.9487
군자동,206291.1521,449795.4996
군자동,206295.2284,449795.6098
군자동,206299.6353,449795.9403
군자동,206304.2625,449796.6013
군자동,206309.1101,449796.8217
군자동,206314.2882,449797.2624
군자동,206273.4144,449790.1012
군자동,206277.601,449790.652
군자동,206282.0078,449791.2029
군자동,206286.3045,449791.3131
군자동,206290.9317,449792.1944
군자동,206295.0081,449792.525
군자동,206299.7455,449792.7453
군자동,206304.2625,449793.186
군자동,206309.1101,449793.5165
군자동,206314.0678,449793.7369
군자동,206273.0839,449786.3553
군자동,206277.3806,449787.0164
군자동,206281.8977,449787.5672
군자동,206286.1943,449787.8978
군자동,206290.7114,449788.2283
중곡제1동,206778.7709,450722.8705
중곡제1동,206852.3681,450687.0529
중곡제1동,206926.0496,450650.4225
중곡제1동,206921.6796,450659.5583
중곡제1동,206895.1671,450673.051
중곡제1동,206831.0262,450703.9531
중곡제1동,206819.0011,450709.9115
중곡제1동,206785.7424,450726.595
중곡제1동,206845.0014,450758.1204
중곡제1동,206857.0265,450752.0536
중곡제1동,206861.7933,450749.8869
중곡제1동,206870.8308,450920.1319
중곡제1동,206879.8442,450915.7378
중곡제1동,206884.8016,450913.7098
중곡제1동,206888.9703,450911.4564
중곡제1동,206893.139,450909.4284
중곡제1동,206897.9838,450907.5131
중곡제1동,206917.3627,450898.049
중곡제1동,206922.2074,450895.5703
중곡제1동,206926.7141,450893.8802
중곡제1동,206944.6283,450884.8668
중곡제1동,206948.6844,450882.8388
중곡제1동,206953.0784,450881.1488
중곡제1동,206922.8587,451062.8856
중곡제1동,206984.3196,451035.5827
중곡제1동,207030.7521,451015.4932
중곡제1동,207044.5809,451009.7312
중곡제1동,207088.228,450990.4285
중곡제1동,207009.4327,451031.0506
중곡제1동,207005.3993,451033.0673
중곡제1동,206995.6039,451036.9566
중곡제1동,206984.5121,451041.9984
중곡제1동,207025.4223,451166.4575
중곡제1동,207015.7347,451144.4898
중곡제1동,206996.9004,451099.9064
중곡제1동,206991.9868,451089.1113
중곡제1동,206985.683,451073.6177
중곡제1동,206983.5037,451068.5036
중곡제1동,206963.7689,451024.4243
중곡제1동,206960.1677,451016.3575
중곡제1동,206948.5717,450989.1974
중곡제1동,206938.8822,450968.0158
중곡제1동,206930.0941,450946.9469
중곡제1동,206923.3341,450931.8494
중곡제1동,206915.4473,450914.2731
중곡제1동,206968.4013,450888.6975
중곡제1동,206971.3306,450894.8942
중곡제1동,206978.0907,450910.7804
중곡제1동,206975.7247,450905.9357
중곡제1동,206998.5963,450958.3263
중곡제1동,206991.7235,450942.4401
중곡제1동,207008.8491,450981.6486
중곡제1동,207035.3617,451042.2865
중곡제1동,207053.8001,451084.6371
중곡제1동,207057.4013,451092.7039
중곡제1동,207063.8836,451108.1173
중곡제1동,207070.942,451124.683
중곡제1동,207121.3595,451101.491
중곡제1동,207116.0296,451089.1027
중곡제1동,207114.301,451084.7812
중곡제1동,207108.6831,451071.0965
중곡제1동,207105.514,451064.038
중곡제1동,207103.6414,451059.4284
중곡제1동,207099.4639,451050.0652
중곡제1동,207097.7353,451045.7437
중곡제1동,207093.1257,451035.8042
중곡제1동,207088.084,451023.9921
중곡제1동,207086.0673,451019.6706
중곡제1동,207061.2397,450963.3964
중곡제1동,207055.9443,450951.7916
중곡제1동,207044.7902,450926.1033
중곡제1동,207046.7055,450930.3847
중곡제1동,207039.3821,450912.4705
중곡제1동,207036.4527,450906.0484
중곡제1동,207034.8754,450901.767
중곡제1동,207029.1293,450889.4862
중곡제1동,207023.9466,450877.656
중곡제1동,207028.228,450873.3747
중곡제1동,207053.4704,450931.2921
중곡제1동,207054.9894,450934.7478
중곡제1동,207097.8794,451033.3554
중곡제1동,207101.0485,451040.1257
중곡제1동,207106.9545,451053.3783
중곡제1동,207112.7165,451066.3428
중곡제1동,207116.3177,451075.2739
중곡제1동,207120.2071,451084.6371
중곡제1동,207124.6726,451094.4325
중곡제1동,207131.2989,451110.134
중곡제1동,206877.9289,450690.0638
중곡제1동,206903.5045,450748.9892
중곡제1동,206905.7579,450753.7213
중곡제1동,206910.1519,450764.312
중곡제1동,206914.4333,450773.7762
중곡제1동,206919.0527,450784.2543
중곡제1동,206920.968,450788.8737
중곡제1동,206922.9961,450793.4931
중곡제1동,206926.8268,450802.7318
중곡제1동,206928.9675,450807.2385
중곡제1동,206930.8828,450811.9706
중곡제1동,206933.0235,450816.4773
중곡제1동,206935.0515,450820.8714
중곡제1동,206938.9949,450829.9975
중곡제1동,206941.0229,450834.7295
중곡제1동,206943.1636,450838.8983
중곡제1동,206944.9663,450843.2923
중곡제1동,206946.8817,450847.9117
중곡제1동,206950.5997,450856.1365
중곡제1동,206952.5151,450860.6432
중곡제1동,206954.5431,450865.4879
중곡제1동,206956.5711,450869.9946
중곡제1동,207005.2437,450828.9835
중곡제1동,207001.5257,450818.956
중곡제1동,206998.709,450811.1819
중곡제1동,206996.2303,450803.8585
중곡제1동,206994.6394,450798.0915
중곡제1동,206992.2367,450791.6041
중곡제1동,206983.8368,450773.6635
중곡제1동,206982.1468,450769.4948
중곡제1동,206974.7107,450755.0733
중곡제1동,206958.3738,450722.0615
중곡제1동,206990.9349,450776.1422
중곡제1동,206582.615,450825.1795
중곡제1동,206675.6744,450773.8289
중곡제1동,206608.1819,450873.2801
중곡제1동,206586.2983,450887.4719
중곡제1동,206580.7794,450886.1535
중곡제1동,206605.6902,450933.6224
중곡제1동,206614.8987,450929.7224
중곡제1동,206619.0154,450928.0974
중곡제1동,206628.5488,450923.6556
중곡제1동,206651.9491,450913.5805
중곡제1동,206656.0658,450911.8472
중곡제1동,206661.9159,450909.0305
중곡제1동,206665.9243,450907.5138
중곡제1동,206669.9327,450905.8888
중곡제1동,206699.7247,450893.2136
중곡제1동,206711.9665,450887.9052
중곡제1동,206716.4082,450885.7385
중곡제1동,206736.9918,450938.1725
중곡제1동,206724.5333,450940.1225
중곡제1동,206750.7503,450929.0724
중곡제1동,206755.0837,450927.1224
중곡제1동,206742.4085,450936.1141
중곡제1동,206746.2002,450934.2724
중곡제1동,206766.0759,450921.9946
중곡제1동,206766.2421,450925.714
중곡제1동,206593.2318,451058.3156
중곡제1동,206653.0325,451032.6403
중곡제1동,206710.5581,451011.19
중곡제1동,206715.1082,451009.24
중곡제1동,206719.8749,451007.29
중곡제1동,206702.9747,450964.6061
중곡제1동,206700.9723,450962.2195
중곡제1동,206809.3593,450964.2811
중곡제1동,206667.1198,451180.7871
중곡제1동,206672.2439,451178.43
중곡제1동,206657.4742,451184.8504
중곡제1동,206648.5907,451188.6421
중곡제1동,206820.7402,451113.7511
중곡제1동,206842.1847,451104.1411
중곡제1동,206846.9514,451102.0827
중곡제1동,206879.9319,451088.0943
중곡제1동,206888.1427,451084.349
중곡제1동,206892.7523,451082.1883
중곡제1동,206896.6417,451080.3156
중곡제1동,206901.3953,451078.5871
중곡제1동,206905.4287,451076.5704
중곡제1동,206554.0146,450859.9549
중곡제1동,206556.1813,450865.0466
중곡제1동,206500,450857
중곡제1동,206503,450856
중곡제1동,206501,450866
중곡제1동,206570.9148,450910.3305
중곡제1동,206579.2566,450916.7222
중곡제1동,206583.1566,450924.5223
중곡제1동,206605.2569,450973.2729
중곡제1동,206607.6403,450992.1231
중곡제1동,206616.957,450998.8399
중곡제1동,206612.5153,451003.0649
중곡제1동,206644.2574,451059.7239
중곡제1동,206650.7574,451074.2408
중곡제1동,206655.7408,451085.6159
중곡제1동,206651.9491,451090.0576
중곡제1동,206657.6909,451102.6244
중곡제1동,206678.0019,451134.7784
중곡제1동,206679.1411,451138.1582
중곡제1동,206698.208,451160.3668
중곡제1동,206702.7581,451190.4838
중곡제1동,206709.6915,451205.3256
중곡제1동,206714.3499,451215.4008
중곡제1동,206709.1498,451216.8091
중곡제1동,206711.3302,451222.3511
중곡제1동,206718.5749,451225.1509
중곡제1동,206715.7353,451232.8321
중곡제1동,206721.4568,451245.3211
중곡제1동,206725.1833,451240.101
중곡제1동,206723.9916,451249.9595
중곡제1동,206727.5667,451258.3013
중곡제1동,206743.9252,451281.9182
중곡제1동,206735.3668,451275.8515
중곡제1동,206594.7484,450824.2045
중곡제1동,206597.2401,450828.9712
중곡제1동,206601.1402,450837.4213
중곡제1동,206690.8412,451029.1736
중곡제1동,206692.5746,451032.9653
중곡제1동,206696.7996,451053.0072
중곡제1동,206703.7331,451067.9573
중곡제1동,206710.5581,451084.0992
중곡제1동,206713.5915,451091.141
중곡제1동,206715.6499,451095.5827
중곡제1동,206720.3083,451105.9828
중곡제1동,206722.1499,451110.3162
중곡제1동,206726.9167,451121.0413
중곡제1동,206728.65,451125.2664
중곡제1동,206749.8836,451173.6919
중곡제1동,206746.2002,451164.2668
중곡제1동,206753.242,451181.492
중곡제1동,206759.6337,451194.4922
중곡제1동,206763.8588,451204.3506
중곡제1동,206765.7005,451209.2257
중곡제1동,206768.0838,451215.5091
중곡제1동,206770.2505,451220.1675
중곡제1동,206776.2089,451234.4676
중곡제1동,206780.6506,451244.4344
중곡제1동,206787.1507,451258.1929
중곡제1동,206789.8213,451265.6762
중곡제1동,206792.8016,451271.4924
중곡제1동,206758.6587,451029.3902
중곡제1동,206774.1506,451065.574
중곡제1동,206782.709,451085.0742
중곡제1동,206786.4518,451093.8616
중곡제1동,206789.3174,451100.3494
중곡제1동,206813.801,451147.2583
중곡제1동,206818.6761,451157.6584
중곡제1동,206818.2578,451154.5272
중곡제1동,206821.3845,451163.8335
중곡제1동,206830.1596,451193.0838
중곡제1동,206834.1679,451201.9673
중곡제1동,206840.1263,451214.2091
중곡제1동,206843.4847,451222.5508
중곡제1동,206845.4347,451226.5592
중곡제1동,206734.3918,450825.8295
중곡제1동,206736.5585,450830.4879
중곡제1동,206740.4585,450839.588
중곡제1동,206767.1088,450891.3719
중곡제1동,206770.6839,450900.147
중곡제1동,206780.759,450932.1057
중곡제1동,206785.5257,450942.6142
중곡제1동,206790.1841,450953.1227
중곡제1동,206833.6263,451050.2988
중곡제1동,206868.84,451122.8104
중곡제1동,206840.6062,451386.8538
중곡제1동,206853.4321,451417.4961
중곡제1동,206857.1536,451426.6101
중곡제1동,206849.103,451407.243
중곡제1동,206861.0613,451433.9581
중곡제1동,206863.2221,451438.7118
중곡제1동,206868.9841,451452.2525
중곡제1동,206873.7377,451463.6324
중곡제1동,206875.7544,451468.5301
중곡제1동,206887.4096,451497.3185
중곡제1동,206884.5415,451488.9852
중곡제1동,206836.2263,451486.8873
중곡제1동,206833.0846,451480.2789
중곡제1동,206825.5012,451463.0537
중곡제1동,206817.7836,451444.4549
중곡제1동,206814.776,451439.7617
중곡제1동,206819.4545,451448.2524
중곡제1동,206812.927,451435.1384
중곡제1동,206805.5676,451419.8282
중곡제1동,206789.1007,451394.8029
중곡제1동,206767.5421,451346.7023
중곡제1동,206772.6339,451358.5108
중곡제1동,206774.5839,451349.9523
중곡제1동,206791.3758,451400.0029
중곡제1동,206807.1926,451435.5367
중곡제1동,206804.9176,451430.2283
중곡제1동,206802.2569,451425.3782
중곡제1동,206810.4427,451441.8201
중곡제1동,206812.9344,451447.9952
중곡제1동,206815.426,451453.8452
중곡제1동,206820.6261,451464.6787
중곡제1동,206822.4678,451469.8788
중곡제1동,206826.3035,451478.439
중곡제1동,206993.8913,451418.3344
중곡제1동,206833.5531,451528.9708
중곡제1동,206833.6902,451528.8187
중곡제1동,206997.1571,451425.9293
중곡제1동,206942.7376,451442.6011
중곡제1동,206919.9777,451390.4551
중곡제1동,206921.8504,451395.929
중곡제1동,206911.6228,451371.8726
중곡제1동,206914.3598,451377.4906
중곡제2동,207660.5045,450307.2105
중곡제2동,207644.4794,450273.6766
중곡제2동,207665.9946,450346.9765
중곡제2동,207526.2204,450321.1583
중곡제2동,207664.0656,450357.2147
중곡제2동,207660.2078,450384.5167
중곡제2동,207652.3436,450415.3798
중곡제2동,207649.9695,450432.7403
중곡제2동,207642.9956,450484.0798
중곡제2동,207642.1054,450489.8667
중곡제2동,207640.7699,450499.363
중곡제2동,207634.3896,450545.3609
중곡제2동,207625.7835,450609.9063
중곡제2동,207674.3039,450605.9001
중곡제2동,207624.1513,450620.5897
중곡제2동,207622.6675,450630.3828
중곡제2동,207621.6289,450638.9889
중곡제2동,207620.2935,450647.8917
중곡제2동,207619.4032,450655.3107
중곡제2동,207618.2161,450665.9941
중곡제2동,207616.5839,450674.7485
중곡제2동,207615.1001,450685.5803
중곡제2동,207614.9518,450693.1477
중곡제2동,207613.9131,450698.4894
중곡제2동,207610.0552,450726.3849
중곡제2동,207610.0552,450347.1248
중곡제2동,207608.8682,450355.1374
중곡제2동,207607.0876,450367.3046
중곡제2동,207601.4492,450408.851
중곡제2동,207586.9079,450515.9816
중곡제2동,207592.5463,450496.3954
중곡제2동,207583.9403,450538.5354
중곡제2동,207572.9601,450620.1446
중곡제2동,207572.2182,450625.1895
중곡제2동,207570.2893,450638.3953
중곡제2동,207566.283,450665.9941
중곡제2동,207564.4814,450679.2162
중곡제2동,207567.7668,450685.4319
중곡제2동,207566.2784,450696.4247
중곡제2동,207565.5411,450704.2762
중곡제2동,207559.9027,450717.7788
중곡제2동,207558.864,450725.0494
중곡제2동,207558.2705,450730.0944
중곡제2동,207556.0448,450744.4872
중곡제2동,207555.3029,450749.6806
중곡제2동,207554.8577,450757.8415
중곡제2동,207540.6132,450440.1593
중곡제2동,207536.1618,450470.4289
중곡제2동,207534.2329,450483.0412
중곡제2동,207533.3426,450491.2021
중곡제2동,207532.3039,450496.0986
중곡제2동,207532.0072,450502.7758
중곡제2동,207531.4137,450507.9691
중곡제2동,207529.6331,450519.3943
중곡제2동,207527.4074,450536.1613
중곡제2동,207528.1493,450530.2261
중곡제2동,207526.6655,450541.503
중곡제2동,207524.7366,450556.0443
중곡제2동,207525.1817,450551.2961
중곡제2동,207523.1044,450567.4696
